,Date,Time,CO(GT),C6H6(GT),NOx(GT),NO2(GT)
533,4/1/04,23:00:00,2.0,8.5,122,103
534,4/2/04,0:00:00,2.0,8.0,126,104
535,4/2/04,1:00:00,1.3,5.6,84,93
536,4/2/04,2:00:00,1.0,3.2,58,60
537,4/2/04,3:00:00,0.9,3.3,-200,-200
538,4/2/04,4:00:00,-200.0,2.8,37,52
539,4/2/04,5:00:00,0.7,2.6,56,66
540,4/2/04,6:00:00,1.1,4.3,91,82
541,4/2/04,7:00:00,2.6,13.0,159,109
542,4/2/04,8:00:00,3.9,20.3,190,114
543,4/2/04,9:00:00,5.0,20.7,249,139
544,4/2/04,10:00:00,3.3,15.9,196,127
545,4/2/04,11:00:00,2.9,14.2,180,127
546,4/2/04,12:00:00,3.1,15.9,167,135
547,4/2/04,13:00:00,3.0,16.1,159,130
548,4/2/04,14:00:00,2.7,14.7,152,126
549,4/2/04,15:00:00,2.7,14.0,149,121
550,4/2/04,16:00:00,2.6,13.6,143,122
551,4/2/04,17:00:00,3.7,19.7,185,138
552,4/2/04,18:00:00,4.5,23.3,223,165
553,4/2/04,19:00:00,4.7,24.1,215,154
554,4/2/04,20:00:00,5.5,25.4,271,168
555,4/2/04,21:00:00,3.0,14.1,180,146
556,4/2/04,22:00:00,1.9,10.1,115,124
557,4/2/04,23:00:00,2.3,12.1,149,124
558,4/3/04,0:00:00,1.6,9.0,98,106
559,4/3/04,1:00:00,1.3,6.3,73,88
560,4/3/04,2:00:00,1.2,5.3,69,83
561,4/3/04,3:00:00,0.9,3.8,-200,-200
562,4/3/04,4:00:00,0.8,3.0,60,74
563,4/3/04,5:00:00,0.8,3.3,56,64
564,4/3/04,6:00:00,0.9,3.5,73,69
565,4/3/04,7:00:00,2.0,9.5,159,91
566,4/3/04,8:00:00,3.0,15.2,203,96
567,4/3/04,9:00:00,3.1,14.3,211,106
568,4/3/04,10:00:00,-200.0,11.2,-200,-200
569,4/3/04,11:00:00,-200.0,11.4,-200,-200
570,4/3/04,12:00:00,-200.0,13.4,-200,-200
571,4/3/04,13:00:00,-200.0,10.6,-200,-200
572,4/3/04,14:00:00,-200.0,10.8,-200,-200
573,4/3/04,15:00:00,-200.0,11.9,-200,-200
574,4/3/04,16:00:00,-200.0,13.5,-200,-200
575,4/3/04,17:00:00,-200.0,15.2,-200,-200
576,4/3/04,18:00:00,-200.0,17.1,-200,-200
577,4/3/04,19:00:00,-200.0,26.7,-200,-200
578,4/3/04,20:00:00,-200.0,14.2,-200,-200
579,4/3/04,21:00:00,-200.0,8.5,-200,-200
580,4/3/04,22:00:00,-200.0,14.3,-200,-200
581,4/3/04,23:00:00,-200.0,9.3,-200,-200
582,4/4/04,0:00:00,-200.0,7.8,-200,-200
583,4/4/04,1:00:00,-200.0,6.7,-200,-200
584,4/4/04,2:00:00,-200.0,5.4,-200,-200
585,4/4/04,3:00:00,-200.0,5.6,-200,-200
586,4/4/04,4:00:00,-200.0,3.5,-200,-200
587,4/4/04,5:00:00,-200.0,3.0,-200,-200
588,4/4/04,6:00:00,-200.0,4.4,-200,-200
589,4/4/04,7:00:00,-200.0,3.5,-200,-200
590,4/4/04,8:00:00,-200.0,4.2,-200,-200
591,4/4/04,9:00:00,-200.0,8.0,-200,-200
592,4/4/04,10:00:00,-200.0,9.0,-200,-200
593,4/4/04,11:00:00,-200.0,8.1,-200,-200
594,4/4/04,12:00:00,-200.0,8.6,-200,-200
595,4/4/04,13:00:00,-200.0,7.1,-200,-200
596,4/4/04,14:00:00,-200.0,5.6,-200,-200
597,4/4/04,15:00:00,-200.0,10.0,-200,-200
598,4/4/04,16:00:00,-200.0,10.5,-200,-200
599,4/4/04,17:00:00,-200.0,10.1,-200,-200
600,4/4/04,18:00:00,-200.0,10.0,-200,-200
601,4/4/04,19:00:00,-200.0,13.0,-200,-200
602,4/4/04,20:00:00,-200.0,10.5,-200,-200
603,4/4/04,21:00:00,-200.0,5.2,-200,-200
604,4/4/04,22:00:00,-200.0,6.9,-200,-200
605,4/4/04,23:00:00,-200.0,6.4,-200,-200
606,4/5/04,0:00:00,-200.0,4.7,-200,-200
607,4/5/04,1:00:00,-200.0,2.4,-200,-200
608,4/5/04,2:00:00,-200.0,2.2,-200,-200
609,4/5/04,3:00:00,-200.0,1.1,-200,-200
610,4/5/04,4:00:00,-200.0,0.9,-200,-200
611,4/5/04,5:00:00,-200.0,3.1,-200,-200
612,4/5/04,6:00:00,-200.0,6.2,-200,-200
613,4/5/04,7:00:00,-200.0,13.2,-200,-200
614,4/5/04,8:00:00,-200.0,25.8,-200,-200
615,4/5/04,9:00:00,-200.0,18.2,-200,-200
616,4/5/04,10:00:00,3.1,14.3,236,124
617,4/5/04,11:00:00,3.0,13.7,228,121
618,4/5/04,12:00:00,3.2,15.7,206,114
619,4/5/04,13:00:00,3.1,15.4,188,114
620,4/5/04,14:00:00,2.5,12.6,158,106
621,4/5/04,15:00:00,2.1,9.8,124,89
622,4/5/04,16:00:00,2.0,9.6,98,82
623,4/5/04,17:00:00,3.2,16.3,160,111
624,4/5/04,18:00:00,4.1,19.8,194,132
625,4/5/04,19:00:00,3.9,18.0,174,121
626,4/5/04,20:00:00,3.1,13.6,157,116
627,4/5/04,21:00:00,2.0,8.7,109,100
628,4/5/04,22:00:00,1.7,7.7,85,89
629,4/5/04,23:00:00,1.6,7.3,90,92
630,4/6/04,0:00:00,1.0,4.1,61,71
631,4/6/04,1:00:00,0.8,2.7,36,51
632,4/6/04,2:00:00,0.5,1.5,25,39
633,4/6/04,3:00:00,0.5,1.9,-200,-200
634,4/6/04,4:00:00,0.5,1.8,24,35
635,4/6/04,5:00:00,0.8,3.4,73,64
636,4/6/04,6:00:00,1.7,8.5,164,94
637,4/6/04,7:00:00,4.5,24.1,329,134
638,4/6/04,8:00:00,6.2,33.7,302,129
639,4/6/04,9:00:00,4.4,22.0,256,125
640,4/6/04,10:00:00,2.9,14.1,182,107
641,4/6/04,11:00:00,1.6,7.6,105,78
642,4/6/04,12:00:00,2.6,14.5,136,91
643,4/6/04,13:00:00,2.9,13.6,167,116
644,4/6/04,14:00:00,2.5,11.5,166,131
645,4/6/04,15:00:00,1.9,9.2,115,113
646,4/6/04,16:00:00,1.9,10.3,109,98
647,4/6/04,17:00:00,2.7,14.0,143,116
648,4/6/04,18:00:00,3.0,15.0,159,120
649,4/6/04,19:00:00,3.3,15.1,181,126
650,4/6/04,20:00:00,3.2,14.8,178,126
651,4/6/04,21:00:00,1.8,8.5,91,90
652,4/6/04,22:00:00,1.3,5.9,76,81
653,4/6/04,23:00:00,1.1,4.8,66,74
654,4/7/04,0:00:00,0.9,4.0,56,67
655,4/7/04,1:00:00,0.7,2.3,35,46
656,4/7/04,2:00:00,0.4,1.4,21,30
657,4/7/04,3:00:00,0.3,0.7,-200,-200
658,4/7/04,4:00:00,0.3,0.7,12,19
659,4/7/04,5:00:00,0.3,0.8,22,32
660,4/7/04,6:00:00,0.8,3.6,55,61
661,4/7/04,7:00:00,2.8,12.9,152,111
662,4/7/04,8:00:00,3.1,15.7,153,102
663,4/7/04,9:00:00,2.3,8.6,152,116
664,4/7/04,10:00:00,1.6,7.4,112,96
665,4/7/04,11:00:00,1.5,6.6,119,97
666,4/7/04,12:00:00,1.6,7.8,122,110
667,4/7/04,13:00:00,1.8,9.1,115,103
668,4/7/04,14:00:00,1.4,6.1,84,79
669,4/7/04,15:00:00,1.9,7.5,146,104
670,4/7/04,16:00:00,1.2,5.9,65,69
671,4/7/04,17:00:00,2.3,12.7,120,96
672,4/7/04,18:00:00,3.3,13.5,185,121
673,4/7/04,19:00:00,3.1,14.5,157,129
674,4/7/04,20:00:00,3.3,11.0,174,116
675,4/7/04,21:00:00,1.2,3.2,62,71
676,4/7/04,22:00:00,1.3,4.3,81,85
677,4/7/04,23:00:00,1.9,7.1,118,101
678,4/8/04,0:00:00,1.4,4.8,95,97
679,4/8/04,1:00:00,1.5,5.7,84,89
680,4/8/04,2:00:00,1.1,4.1,56,72
681,4/8/04,3:00:00,0.8,3.3,-200,-200
682,4/8/04,4:00:00,-200.0,1.8,43,57
683,4/8/04,5:00:00,0.8,2.8,69,62
684,4/8/04,6:00:00,1.1,4.8,74,64
685,4/8/04,7:00:00,2.6,13.8,161,80
686,4/8/04,8:00:00,5.1,27.1,308,118
687,4/8/04,9:00:00,4.2,19.1,300,130
688,4/8/04,10:00:00,2.6,11.7,189,113
689,4/8/04,11:00:00,2.4,12.7,164,112
690,4/8/04,12:00:00,2.1,11.3,122,96
691,4/8/04,13:00:00,2.6,14.2,166,125
692,4/8/04,14:00:00,2.8,13.9,181,128
693,4/8/04,15:00:00,2.5,13.2,127,101
694,4/8/04,16:00:00,1.9,10.7,106,95
695,4/8/04,17:00:00,3.6,19.7,192,138
696,4/8/04,18:00:00,4.6,24.0,241,154
697,4/8/04,19:00:00,6.3,29.1,326,171
698,4/8/04,20:00:00,4.3,15.8,232,136
699,4/8/04,21:00:00,1.6,7.0,92,93
700,4/8/04,22:00:00,1.4,6.3,95,99
701,4/8/04,23:00:00,2.0,-200.0,129,106
702,4/9/04,0:00:00,2.4,-200.0,154,109
703,4/9/04,1:00:00,1.8,-200.0,118,97
704,4/9/04,2:00:00,1.0,-200.0,69,83
705,4/9/04,3:00:00,1.0,-200.0,-200,-200
706,4/9/04,4:00:00,1.0,-200.0,97,79
707,4/9/04,5:00:00,0.9,-200.0,145,84
708,4/9/04,6:00:00,1.5,-200.0,169,86
709,4/9/04,7:00:00,2.6,-200.0,250,111
710,4/9/04,8:00:00,2.9,-200.0,215,117
711,4/9/04,9:00:00,2.7,-200.0,237,122
712,4/9/04,10:00:00,2.4,-200.0,190,119
713,4/9/04,11:00:00,2.6,-200.0,219,121
714,4/9/04,12:00:00,4.1,-200.0,294,127
715,4/9/04,13:00:00,4.3,-200.0,253,135
716,4/9/04,14:00:00,2.2,-200.0,176,119
717,4/9/04,15:00:00,3.4,-200.0,243,137
718,4/9/04,16:00:00,3.6,-200.0,214,139
719,4/9/04,17:00:00,2.5,-200.0,141,117
720,4/9/04,18:00:00,2.8,-200.0,166,127
721,4/9/04,19:00:00,3.4,-200.0,197,137
722,4/9/04,20:00:00,3.0,-200.0,191,127
723,4/9/04,21:00:00,2.1,-200.0,159,107
724,4/9/04,22:00:00,2.4,-200.0,175,102
725,4/9/04,23:00:00,2.3,8.4,157,95
726,4/10/04,0:00:00,1.3,5.4,83,79
727,4/10/04,1:00:00,1.7,6.9,118,78
728,4/10/04,2:00:00,1.7,6.4,101,75
729,4/10/04,3:00:00,1.0,3.6,-200,-200
730,4/10/04,4:00:00,0.8,3.3,46,52
731,4/10/04,5:00:00,1.0,4.0,81,55
732,4/10/04,6:00:00,1.4,6.0,112,65
733,4/10/04,7:00:00,1.7,8.2,150,72
734,4/10/04,8:00:00,2.0,9.9,138,76
735,4/10/04,9:00:00,2.0,8.8,124,84
736,4/10/04,10:00:00,1.9,8.4,124,90
737,4/10/04,11:00:00,2.1,7.5,115,89
738,4/10/04,12:00:00,1.8,7.8,101,87
739,4/10/04,13:00:00,1.5,6.4,90,88
740,4/10/04,14:00:00,1.3,5.1,90,81
741,4/10/04,15:00:00,1.4,6.9,89,89
742,4/10/04,16:00:00,1.5,6.8,92,91
743,4/10/04,17:00:00,1.7,7.4,103,104
744,4/10/04,18:00:00,2.0,8.7,122,111
745,4/10/04,19:00:00,2.5,11.2,159,129
746,4/10/04,20:00:00,2.4,10.5,172,133
747,4/10/04,21:00:00,2.0,8.2,125,115
748,4/10/04,22:00:00,2.9,11.6,187,125
749,4/10/04,23:00:00,2.5,9.7,174,117
750,4/11/04,0:00:00,1.4,5.1,75,84
751,4/11/04,1:00:00,1.2,4.0,48,63
752,4/11/04,2:00:00,1.0,3.7,61,68
753,4/11/04,3:00:00,1.0,4.0,-200,-200
754,4/11/04,4:00:00,-200.0,3.0,38,52
755,4/11/04,5:00:00,0.7,2.9,38,49
756,4/11/04,6:00:00,0.8,2.9,41,49
757,4/11/04,7:00:00,0.9,3.0,51,52
758,4/11/04,8:00:00,1.1,3.7,61,58
759,4/11/04,9:00:00,1.0,3.9,47,51
760,4/11/04,10:00:00,1.6,6.2,87,77
761,4/11/04,11:00:00,1.8,7.3,107,90
762,4/11/04,12:00:00,2.6,9.2,161,118
763,4/11/04,13:00:00,1.1,4.0,61,70
764,4/11/04,14:00:00,0.6,2.3,26,35
765,4/11/04,15:00:00,0.9,3.1,42,46
766,4/11/04,16:00:00,1.0,3.2,55,58
767,4/11/04,17:00:00,1.2,3.3,65,61
768,4/11/04,18:00:00,1.4,4.0,75,80
769,4/11/04,19:00:00,2.0,5.7,93,93
770,4/11/04,20:00:00,1.1,3.4,63,78
771,4/11/04,21:00:00,1.1,3.5,60,76
772,4/11/04,22:00:00,1.1,2.9,63,74
773,4/11/04,23:00:00,1.1,3.1,66,81
774,4/12/04,0:00:00,0.7,1.6,41,58
775,4/12/04,1:00:00,0.6,1.1,42,59
776,4/12/04,2:00:00,0.7,2.0,36,54
777,4/12/04,3:00:00,0.6,1.7,-200,-200
778,4/12/04,4:00:00,0.3,0.7,16,25
779,4/12/04,5:00:00,0.3,0.5,16,26
780,4/12/04,6:00:00,0.4,0.7,33,49
781,4/12/04,7:00:00,0.5,0.9,39,53
782,4/12/04,8:00:00,0.6,1.5,45,57
783,4/12/04,9:00:00,0.8,2.2,63,73
784,4/12/04,10:00:00,1.0,2.9,71,78
785,4/12/04,11:00:00,1.3,3.9,104,93
786,4/12/04,12:00:00,1.1,2.8,85,71
787,4/12/04,13:00:00,0.6,1.4,53,56
788,4/12/04,14:00:00,0.7,1.7,58,60
789,4/12/04,15:00:00,1.2,3.6,89,77
790,4/12/04,16:00:00,1.4,3.1,96,82
791,4/12/04,17:00:00,1.2,3.5,88,77
792,4/12/04,18:00:00,1.3,3.9,100,91
793,4/12/04,19:00:00,1.8,5.2,127,93
794,4/12/04,20:00:00,1.2,3.7,88,82
795,4/12/04,21:00:00,0.8,2.7,66,74
796,4/12/04,22:00:00,0.8,2.6,61,68
797,4/12/04,23:00:00,0.8,2.4,54,65
798,4/13/04,0:00:00,0.7,2.0,46,58
799,4/13/04,1:00:00,0.5,1.3,25,36
800,4/13/04,2:00:00,0.3,1.2,18,29
801,4/13/04,3:00:00,0.4,1.3,-200,-200
802,4/13/04,4:00:00,0.3,0.9,21,28
803,4/13/04,5:00:00,0.7,3.1,76,68
804,4/13/04,6:00:00,1.6,6.9,149,99
805,4/13/04,7:00:00,3.9,19.1,328,130
806,4/13/04,8:00:00,4.5,22.1,282,128
807,4/13/04,9:00:00,2.7,11.8,206,120
808,4/13/04,10:00:00,1.6,7.3,133,93
809,4/13/04,11:00:00,1.6,8.0,137,96
810,4/13/04,12:00:00,1.6,7.2,116,84
811,4/13/04,13:00:00,1.5,7.7,112,87
812,4/13/04,14:00:00,1.8,9.7,128,87
813,4/13/04,15:00:00,2.1,9.8,145,103
814,4/13/04,16:00:00,1.7,7.7,110,88
815,4/13/04,17:00:00,3.0,15.3,184,118
816,4/13/04,18:00:00,4.6,21.5,243,134
817,4/13/04,19:00:00,5.0,21.7,259,144
818,4/13/04,20:00:00,3.5,14.6,205,129
819,4/13/04,21:00:00,2.1,9.3,144,108
820,4/13/04,22:00:00,2.1,9.4,152,104
821,4/13/04,23:00:00,1.5,6.8,108,90
822,4/14/04,0:00:00,1.1,4.9,64,74
823,4/14/04,1:00:00,0.9,3.9,73,73
824,4/14/04,2:00:00,0.7,2.7,47,60
825,4/14/04,3:00:00,0.4,1.9,-200,-200
826,4/14/04,4:00:00,-200.0,1.7,45,57
827,4/14/04,5:00:00,0.9,3.3,79,62
828,4/14/04,6:00:00,1.6,7.4,113,71
829,4/14/04,7:00:00,3.9,18.2,263,94
830,4/14/04,8:00:00,5.0,27.7,275,99
831,4/14/04,9:00:00,4.3,18.3,263,119
832,4/14/04,10:00:00,2.7,12.3,183,103
833,4/14/04,11:00:00,2.1,8.9,147,95
834,4/14/04,12:00:00,2.1,10.4,132,95
835,4/14/04,13:00:00,-200.0,9.7,-200,-200
836,4/14/04,14:00:00,-200.0,12.8,-200,-200
837,4/14/04,15:00:00,-200.0,12.9,-200,-200
838,4/14/04,16:00:00,-200.0,8.9,-200,-200
839,4/14/04,17:00:00,-200.0,11.0,-200,-200
840,4/14/04,18:00:00,-200.0,12.6,-200,-200
841,4/14/04,19:00:00,-200.0,13.3,-200,-200
842,4/14/04,20:00:00,-200.0,18.1,-200,-200
843,4/14/04,21:00:00,-200.0,13.0,-200,-200
844,4/14/04,22:00:00,-200.0,7.8,-200,-200
845,4/14/04,23:00:00,-200.0,5.8,-200,-200
846,4/15/04,0:00:00,-200.0,4.7,-200,-200
847,4/15/04,1:00:00,-200.0,3.1,-200,-200
848,4/15/04,2:00:00,-200.0,2.1,-200,-200
849,4/15/04,3:00:00,-200.0,1.7,-200,-200
850,4/15/04,4:00:00,-200.0,1.3,-200,-200
851,4/15/04,5:00:00,-200.0,2.6,-200,-200
852,4/15/04,6:00:00,-200.0,7.9,-200,-200
853,4/15/04,7:00:00,-200.0,21.4,-200,-200
854,4/15/04,8:00:00,-200.0,22.1,-200,-200
855,4/15/04,9:00:00,3.9,19.1,309,114
856,4/15/04,10:00:00,3.8,17.3,327,127
857,4/15/04,11:00:00,3.8,17.5,299,135
858,4/15/04,12:00:00,3.9,17.0,257,135
859,4/15/04,13:00:00,3.5,17.0,195,120
860,4/15/04,14:00:00,4.0,19.5,231,129
861,4/15/04,15:00:00,3.0,14.8,170,114
862,4/15/04,16:00:00,3.1,14.0,192,129
863,4/15/04,17:00:00,5.2,24.4,251,149
864,4/15/04,18:00:00,5.9,28.1,289,149
865,4/15/04,19:00:00,7.3,33.7,351,158
866,4/15/04,20:00:00,6.1,24.2,319,148
867,4/15/04,21:00:00,4.6,19.8,264,134
868,4/15/04,22:00:00,2.5,9.3,144,111
869,4/15/04,23:00:00,2.2,7.3,119,106
870,4/16/04,0:00:00,2.0,7.1,120,108
871,4/16/04,1:00:00,1.9,6.7,96,93
872,4/16/04,2:00:00,1.6,6.0,77,83
873,4/16/04,3:00:00,1.0,2.7,-200,-200
874,4/16/04,4:00:00,1.0,3.6,63,69
875,4/16/04,5:00:00,1.2,5.4,97,77
876,4/16/04,6:00:00,2.0,10.0,180,87
877,4/16/04,7:00:00,4.5,23.2,352,109
878,4/16/04,8:00:00,4.1,18.7,279,116
879,4/16/04,9:00:00,2.6,9.9,186,105
880,4/16/04,10:00:00,2.3,10.2,169,106
881,4/16/04,11:00:00,2.6,11.0,172,108
882,4/16/04,12:00:00,2.4,10.5,127,100
883,4/16/04,13:00:00,4.3,18.9,230,149
884,4/16/04,14:00:00,4.6,18.9,280,148
885,4/16/04,15:00:00,4.0,17.5,242,126
886,4/16/04,16:00:00,4.7,17.7,250,140
887,4/16/04,17:00:00,5.7,23.0,309,142
888,4/16/04,18:00:00,5.2,20.4,270,141
889,4/16/04,19:00:00,6.4,26.8,323,149
890,4/16/04,20:00:00,6.0,19.9,307,140
891,4/16/04,21:00:00,3.4,12.5,224,117
892,4/16/04,22:00:00,2.7,9.6,166,103
893,4/16/04,23:00:00,3.1,10.0,171,99
894,4/17/04,0:00:00,2.6,8.1,169,100
895,4/17/04,1:00:00,2.2,7.1,120,88
896,4/17/04,2:00:00,1.9,6.4,103,83
897,4/17/04,3:00:00,-200.0,5.1,-200,-200
898,4/17/04,4:00:00,-200.0,3.0,-200,-200
899,4/17/04,5:00:00,-200.0,4.2,-200,-200
900,4/17/04,6:00:00,-200.0,5.1,-200,-200
901,4/17/04,7:00:00,-200.0,8.1,-200,-200
902,4/17/04,8:00:00,-200.0,8.8,-200,-200
903,4/17/04,9:00:00,-200.0,7.2,-200,-200
904,4/17/04,10:00:00,-200.0,9.2,-200,-200
905,4/17/04,11:00:00,-200.0,6.0,-200,-200
906,4/17/04,12:00:00,-200.0,5.0,-200,-200
907,4/17/04,13:00:00,-200.0,7.5,-200,-200
908,4/17/04,14:00:00,-200.0,3.9,-200,-200
909,4/17/04,15:00:00,-200.0,5.0,-200,-200
910,4/17/04,16:00:00,-200.0,5.4,-200,-200
911,4/17/04,17:00:00,-200.0,5.0,-200,-200
912,4/17/04,18:00:00,-200.0,5.5,-200,-200
913,4/17/04,19:00:00,-200.0,7.8,-200,-200
914,4/17/04,20:00:00,-200.0,8.2,-200,-200
915,4/17/04,21:00:00,-200.0,5.3,-200,-200
916,4/17/04,22:00:00,-200.0,7.9,-200,-200
917,4/17/04,23:00:00,-200.0,10.7,-200,-200
918,4/18/04,0:00:00,-200.0,6.9,-200,-200
919,4/18/04,1:00:00,-200.0,6.3,-200,-200
920,4/18/04,2:00:00,-200.0,5.6,-200,-200
921,4/18/04,3:00:00,-200.0,5.4,-200,-200
922,4/18/04,4:00:00,-200.0,3.2,-200,-200
923,4/18/04,5:00:00,-200.0,1.9,-200,-200
924,4/18/04,6:00:00,-200.0,2.3,-200,-200
925,4/18/04,7:00:00,-200.0,2.4,-200,-200
926,4/18/04,8:00:00,-200.0,2.9,-200,-200
927,4/18/04,9:00:00,-200.0,4.2,-200,-200
928,4/18/04,10:00:00,-200.0,6.8,-200,-200
929,4/18/04,11:00:00,-200.0,7.3,-200,-200
930,4/18/04,12:00:00,-200.0,5.3,-200,-200
931,4/18/04,13:00:00,-200.0,3.4,-200,-200
932,4/18/04,14:00:00,-200.0,3.4,-200,-200
933,4/18/04,15:00:00,-200.0,6.8,-200,-200
934,4/18/04,16:00:00,-200.0,7.0,-200,-200
935,4/18/04,17:00:00,-200.0,7.7,-200,-200
936,4/18/04,18:00:00,-200.0,8.5,-200,-200
937,4/18/04,19:00:00,-200.0,13.5,-200,-200
938,4/18/04,20:00:00,-200.0,9.2,-200,-200
939,4/18/04,21:00:00,-200.0,8.7,-200,-200
940,4/18/04,22:00:00,-200.0,6.6,-200,-200
941,4/18/04,23:00:00,-200.0,9.1,-200,-200
942,4/19/04,0:00:00,-200.0,7.8,-200,-200
943,4/19/04,1:00:00,-200.0,4.2,-200,-200
944,4/19/04,2:00:00,-200.0,3.4,-200,-200
945,4/19/04,3:00:00,-200.0,1.7,-200,-200
946,4/19/04,4:00:00,-200.0,2.1,-200,-200
947,4/19/04,5:00:00,-200.0,2.2,-200,-200
948,4/19/04,6:00:00,-200.0,6.9,-200,-200
949,4/19/04,7:00:00,-200.0,16.5,-200,-200
950,4/19/04,8:00:00,-200.0,18.7,-200,-200
951,4/19/04,9:00:00,-200.0,8.5,-200,-200
952,4/19/04,10:00:00,-200.0,6.8,-200,-200
953,4/19/04,11:00:00,-200.0,7.5,-200,-200
954,4/19/04,12:00:00,-200.0,10.9,-200,-200
955,4/19/04,13:00:00,-200.0,13.4,-200,-200
956,4/19/04,14:00:00,-200.0,7.9,-200,-200
957,4/19/04,15:00:00,-200.0,8.8,-200,-200
958,4/19/04,16:00:00,-200.0,11.5,-200,-200
959,4/19/04,17:00:00,-200.0,11.8,-200,-200
960,4/19/04,18:00:00,-200.0,8.3,-200,-200
961,4/19/04,19:00:00,-200.0,7.9,-200,-200
962,4/19/04,20:00:00,-200.0,6.7,-200,-200
963,4/19/04,21:00:00,-200.0,4.6,-200,-200
964,4/19/04,22:00:00,-200.0,5.0,-200,-200
965,4/19/04,23:00:00,-200.0,5.3,-200,-200
966,4/20/04,0:00:00,-200.0,3.9,-200,-200
967,4/20/04,1:00:00,-200.0,2.9,-200,-200
968,4/20/04,2:00:00,-200.0,1.5,-200,-200
969,4/20/04,3:00:00,-200.0,0.8,-200,-200
970,4/20/04,4:00:00,-200.0,1.2,-200,-200
971,4/20/04,5:00:00,-200.0,2.9,-200,-200
972,4/20/04,6:00:00,-200.0,7.6,-200,-200
973,4/20/04,7:00:00,-200.0,20.7,-200,-200
974,4/20/04,8:00:00,-200.0,29.9,-200,-200
975,4/20/04,9:00:00,-200.0,20.1,-200,-200
976,4/20/04,10:00:00,-200.0,17.1,-200,-200
977,4/20/04,11:00:00,-200.0,19.4,-200,-200
978,4/20/04,12:00:00,-200.0,18.7,-200,-200
979,4/20/04,13:00:00,-200.0,15.8,-200,-200
980,4/20/04,14:00:00,-200.0,10.3,-200,-200
981,4/20/04,15:00:00,-200.0,7.9,-200,-200
982,4/20/04,16:00:00,-200.0,13.7,-200,-200
983,4/20/04,17:00:00,-200.0,19.7,-200,-200
984,4/20/04,18:00:00,-200.0,25.3,-200,-200
985,4/20/04,19:00:00,-200.0,23.9,-200,-200
986,4/20/04,20:00:00,-200.0,20.6,-200,-200
987,4/20/04,21:00:00,-200.0,12.3,-200,-200
988,4/20/04,22:00:00,-200.0,7.7,-200,-200
989,4/20/04,23:00:00,-200.0,9.0,-200,-200
990,4/21/04,0:00:00,-200.0,4.5,-200,-200
991,4/21/04,1:00:00,-200.0,5.8,-200,-200
992,4/21/04,2:00:00,-200.0,3.2,-200,-200
993,4/21/04,3:00:00,-200.0,3.0,-200,-200
994,4/21/04,4:00:00,-200.0,2.0,-200,-200
995,4/21/04,5:00:00,-200.0,3.7,-200,-200
996,4/21/04,6:00:00,-200.0,8.7,-200,-200
997,4/21/04,7:00:00,-200.0,27.0,-200,-200
998,4/21/04,8:00:00,-200.0,40.3,-200,-200
999,4/21/04,9:00:00,-200.0,20.0,-200,-200
1000,4/21/04,10:00:00,-200.0,17.1,-200,-200
1001,4/21/04,11:00:00,-200.0,11.0,-200,-200
1002,4/21/04,12:00:00,-200.0,10.6,-200,-200
1003,4/21/04,13:00:00,-200.0,10.5,-200,-200
1004,4/21/04,14:00:00,-200.0,9.6,-200,-200
1005,4/21/04,15:00:00,-200.0,9.3,-200,-200
1006,4/21/04,16:00:00,-200.0,12.7,-200,-200
1007,4/21/04,17:00:00,-200.0,19.8,-200,-200
1008,4/21/04,18:00:00,-200.0,32.5,-200,-200
1009,4/21/04,19:00:00,-200.0,33.6,-200,-200
1010,4/21/04,20:00:00,-200.0,26.0,-200,-200
1011,4/21/04,21:00:00,-200.0,16.4,-200,-200
1012,4/21/04,22:00:00,-200.0,10.6,-200,-200
1013,4/21/04,23:00:00,-200.0,7.1,-200,-200
1014,4/22/04,0:00:00,-200.0,6.4,-200,-200
1015,4/22/04,1:00:00,-200.0,4.6,-200,-200
1016,4/22/04,2:00:00,-200.0,3.0,-200,-200
1017,4/22/04,3:00:00,-200.0,2.2,-200,-200
1018,4/22/04,4:00:00,-200.0,1.7,-200,-200
1019,4/22/04,5:00:00,-200.0,2.2,-200,-200
1020,4/22/04,6:00:00,-200.0,5.7,-200,-200
1021,4/22/04,7:00:00,-200.0,13.8,-200,-200
1022,4/22/04,8:00:00,-200.0,21.6,-200,-200
1023,4/22/04,9:00:00,-200.0,26.1,-200,-200
1024,4/22/04,10:00:00,-200.0,20.1,-200,-200
1025,4/22/04,11:00:00,-200.0,15.4,-200,-200
1026,4/22/04,12:00:00,-200.0,13.6,-200,-200
1027,4/22/04,13:00:00,-200.0,11.1,-200,-200
1028,4/22/04,14:00:00,-200.0,12.2,-200,-200
1029,4/22/04,15:00:00,-200.0,17.5,-200,-200
1030,4/22/04,16:00:00,-200.0,19.1,-200,-200
1031,4/22/04,17:00:00,-200.0,27.1,-200,-200
1032,4/22/04,18:00:00,-200.0,28.3,-200,-200
1033,4/22/04,19:00:00,-200.0,35.0,-200,-200
1034,4/22/04,20:00:00,-200.0,22.4,-200,-200
1035,4/22/04,21:00:00,-200.0,13.5,-200,-200
1036,4/22/04,22:00:00,-200.0,8.2,-200,-200
1037,4/22/04,23:00:00,-200.0,7.8,-200,-200
1038,4/23/04,0:00:00,-200.0,10.0,-200,-200
1039,4/23/04,1:00:00,-200.0,6.6,-200,-200
1040,4/23/04,2:00:00,-200.0,3.4,-200,-200
